ID, SourceCurrency, DestinationCurrency, SourceAmount
1026, EUR, AUD,1077762.5
1027, USD, EUR,1078813
1028, EUR, AUD,1079863.5
1029, USD, EUR,1080914
1030, EUR, AUD,1081964.5
1031, USD, EUR,1083015
1032, EUR, AUD,1084065.5
1033, USD, EUR,1085116
1034, EUR, AUD,1086166.5
1035, USD, EUR,1087217
1036, EUR, AUD,1088267.5
1037, USD, EUR,1089318
1038, EUR, AUD,1090368.5
1039, USD, EUR,1091419
1040, EUR, AUD,1092469.5
1041, USD, EUR,1093520
1042, EUR, AUD,1094570.5
1043, USD, EUR,1095621
1044, EUR, AUD,1096671.5
1045, USD, EUR,1097722
1046, EUR, AUD,1098772.5
1047, USD, EUR,1099823
1048, EUR, AUD,1100873.5
1049, USD, EUR,1101924
1050, EUR, AUD,1102974.5
1051, USD, EUR,1104025
1052, EUR, AUD,1105075.5
1053, USD, EUR,1106126
1054, EUR, AUD,1107176.5
1055, USD, EUR,1108227
1056, EUR, AUD,1109277.5
1057, USD, EUR,1110328
1058, EUR, AUD,1111378.5
1059, USD, EUR,1112429
1060, EUR, AUD,1113479.5
1061, USD, EUR,1114530
1062, EUR, AUD,1115580.5
1063, USD, EUR,1116631
1064, EUR, AUD,1117681.5
1065, USD, EUR,1118732
1066, EUR, AUD,1119782.5
1067, USD, EUR,1120833
1068, EUR, AUD,1121883.5
1069, USD, EUR,1122934
1070, EUR, AUD,1123984.5
1071, USD, EUR,1125035
1072, EUR, AUD,1126085.5
1073, USD, EUR,1127136
1074, EUR, AUD,1128186.5
1075, USD, EUR,1129237
1076, EUR, AUD,1130287.5
1077, USD, EUR,1131338
1078, EUR, AUD,1132388.5
1079, USD, EUR,1133439
1080, EUR, AUD,1134489.5
1081, USD, EUR,1135540
1082, EUR, AUD,1136590.5
1083, USD, EUR,1137641
1084, EUR, AUD,1138691.5
1085, USD, EUR,1139742
1086, EUR, AUD,1140792.5
1087, USD, EUR,1141843
1088, EUR, AUD,1142893.5
1089, USD, EUR,1143944
1090, EUR, AUD,1144994.5
1091, USD, EUR,1146045
1092, EUR, AUD,1147095.5
1093, USD, EUR,1148146
1094, EUR, AUD,1149196.5
1095, USD, EUR,1150247
1096, EUR, AUD,1151297.5
1097, USD, EUR,1152348
1098, EUR, AUD,1153398.5
1099, USD, EUR,1154449
1100, EUR, AUD,1155499.5
1101, USD, EUR,1156550
1102, EUR, AUD,1157600.5
1103, USD, EUR,1158651
1104, EUR, AUD,1159701.5
1105, USD, EUR,1160752
1106, EUR, AUD,1161802.5
1107, USD, EUR,1162853
1108, EUR, AUD,1163903.5
1109, USD, EUR,1164954
1110, EUR, AUD,1166004.5
1111, USD, EUR,1167055
1112, EUR, AUD,1168105.5
1113, USD, EUR,1169156
1114, EUR, AUD,1170206.5
1115, USD, EUR,1171257
1116, EUR, AUD,1172307.5
1117, USD, EUR,1173358
1118, EUR, AUD,1174408.5
1119, USD, EUR,1175459
1120, EUR, AUD,1176509.5
1121, USD, EUR,1177560
1122, EUR, AUD,1178610.5
1123, USD, EUR,1179661
1124, EUR, AUD,1180711.5
1125, USD, EUR,1181762
1126, EUR, AUD,1182812.5
1127, USD, EUR,1183863
1128, EUR, AUD,1184913.5
1129, USD, EUR,1185964
1130, EUR, AUD,1187014.5
1131, USD, EUR,1188065
1132, EUR, AUD,1189115.5
1133, USD, EUR,1190166
1134, EUR, AUD,1191216.5
1135, USD, EUR,1192267
1136, EUR, AUD,1193317.5
1137, USD, EUR,1194368
1138, EUR, AUD,1195418.5
1139, USD, EUR,1196469
1140, EUR, AUD,1197519.5
1141, USD, EUR,1198570
1142, EUR, AUD,1199620.5
1143, USD, EUR,1200671
1144, EUR, AUD,1201721.5
1145, USD, EUR,1202772
1146, EUR, AUD,1203822.5
1147, USD, EUR,1204873
1148, EUR, AUD,1205923.5
1149, USD, EUR,1206974
1150, EUR, AUD,1208024.5
1151, USD, EUR,1209075
1152, EUR, AUD,1210125.5
1153, USD, EUR,1211176
1154, EUR, AUD,1212226.5
1155, USD, EUR,1213277
1156, EUR, AUD,1214327.5
1157, USD, EUR,1215378
1158, EUR, AUD,1216428.5
1159, USD, EUR,1217479
1160, EUR, AUD,1218529.5
1161, USD, EUR,1219580
1162, EUR, AUD,1220630.5
1163, USD, EUR,1221681
1164, EUR, AUD,1222731.5
1165, USD, EUR,1223782
1166, EUR, AUD,1224832.5
1167, USD, EUR,1225883
1168, EUR, AUD,1226933.5
1169, USD, EUR,1227984
1170, EUR, AUD,1229034.5
1171, USD, EUR,1230085
1172, EUR, AUD,1231135.5
1173, USD, EUR,1232186
1174, EUR, AUD,1233236.5
1175, USD, EUR,1234287
1176, EUR, AUD,1235337.5
1177, USD, EUR,1236388
1178, EUR, AUD,1237438.5
1179, USD, EUR,1238489
1180, EUR, AUD,1239539.5
1181, USD, EUR,1240590
1182, EUR, AUD,1241640.5
1183, USD, EUR,1242691
1184, EUR, AUD,1243741.5
1185, USD, EUR,1244792
1186, EUR, AUD,1245842.5
1187, USD, EUR,1246893
1188, EUR, AUD,1247943.5
1189, USD, EUR,1248994
1190, EUR, AUD,1250044.5
1191, USD, EUR,1251095
1192, EUR, AUD,1252145.5
1193, USD, EUR,1253196
1194, EUR, AUD,1254246.5
1195, USD, EUR,1255297
1196, EUR, AUD,1256347.5
1197, USD, EUR,1257398
1198, EUR, AUD,1258448.5
1199, USD, EUR,1259499
1200, EUR, AUD,1260549.5
1201, USD, EUR,1261600
1202, EUR, AUD,1262650.5
1203, USD, EUR,1263701
1204, EUR, AUD,1264751.5
1205, USD, EUR,1265802
1206, EUR, AUD,1266852.5
1207, USD, EUR,1267903
1208, EUR, AUD,1268953.5
1209, USD, EUR,1270004
1210, EUR, AUD,1271054.5
1211, USD, EUR,1272105
1212, EUR, AUD,1273155.5
1213, USD, EUR,1274206
1214, EUR, AUD,1275256.5
1215, USD, EUR,1276307
1216, EUR, AUD,1277357.5
1217, USD, EUR,1278408
1218, EUR, AUD,1279458.5
1219, USD, EUR,1280509
1220, EUR, AUD,1281559.5
1221, USD, EUR,1282610
1222, EUR, AUD,1283660.5
1223, USD, EUR,1284711
1224, EUR, AUD,1285761.5
1225, USD, EUR,1286812
1226, EUR, AUD,1287862.5
1227, USD, EUR,1288913
1228, EUR, AUD,1289963.5
1229, USD, EUR,1291014
1230, EUR, AUD,1292064.5
1231, USD, EUR,1293115
1232, EUR, AUD,1294165.5
1233, USD, EUR,1295216
1234, EUR, AUD,1296266.5
1235, USD, EUR,1297317
1236, EUR, AUD,1298367.5
1237, USD, EUR,1299418
1238, EUR, AUD,1300468.5
1239, USD, EUR,1301519
1240, EUR, AUD,1302569.5
1241, USD, EUR,1303620
1242, EUR, AUD,1304670.5
1243, USD, EUR,1305721
1244, EUR, AUD,1306771.5
1245, USD, EUR,1307822
1246, EUR, AUD,1308872.5
1247, USD, EUR,1309923
1248, EUR, AUD,1310973.5
1249, USD, EUR,1312024
1250, EUR, AUD,1313074.5
1251, USD, EUR,1314125
1252, EUR, AUD,1315175.5
1253, USD, EUR,1316226
1254, EUR, AUD,1317276.5
1255, USD, EUR,1318327
1256, EUR, AUD,1319377.5
1257, USD, EUR,1320428
1258, EUR, AUD,1321478.5
1259, USD, EUR,1322529
1260, EUR, AUD,1323579.5
1261, USD, EUR,1324630
1262, EUR, AUD,1325680.5
1263, USD, EUR,1326731
1264, EUR, AUD,1327781.5
1265, USD, EUR,1328832
1266, EUR, AUD,1329882.5
1267, USD, EUR,1330933
1268, EUR, AUD,1331983.5
1269, USD, EUR,1333034
1270, EUR, AUD,1334084.5
1271, USD, EUR,1335135
1272, EUR, AUD,1336185.5
1273, USD, EUR,1337236
1274, EUR, AUD,1338286.5
1275, USD, EUR,1339337
1276, EUR, AUD,1340387.5
1277, USD, EUR,1341438
1278, EUR, AUD,1342488.5
1279, USD, EUR,1343539
1280, EUR, AUD,1344589.5
1281, USD, EUR,1345640
1282, EUR, AUD,1346690.5
1283, USD, EUR,1347741
1284, EUR, AUD,1348791.5
1285, USD, EUR,1349842
1286, EUR, AUD,1350892.5
1287, USD, EUR,1351943
1288, EUR, AUD,1352993.5
1289, USD, EUR,1354044
1290, EUR, AUD,1355094.5
1291, USD, EUR,1356145
1292, EUR, AUD,1357195.5
1293, USD, EUR,1358246
1294, EUR, AUD,1359296.5
1295, USD, EUR,1360347
1296, EUR, AUD,1361397.5
1297, USD, EUR,1362448
1298, EUR, AUD,1363498.5
1299, USD, EUR,1364549
1300, EUR, AUD,1365599.5
1301, USD, EUR,1366650
1302, EUR, AUD,1367700.5
1303, USD, EUR,1368751
1304, EUR, AUD,1369801.5
1305, USD, EUR,1370852
1306, EUR, AUD,1371902.5
1307, USD, EUR,1372953
1308, EUR, AUD,1374003.5
1309, USD, EUR,1375054
1310, EUR, AUD,1376104.5
1311, USD, EUR,1377155
1312, EUR, AUD,1378205.5
1313, USD, EUR,1379256
1314, EUR, AUD,1380306.5
1315, USD, EUR,1381357
1316, EUR, AUD,1382407.5
1317, USD, EUR,1383458
1318, EUR, AUD,1384508.5
1319, USD, EUR,1385559
1320, EUR, AUD,1386609.5
1321, USD, EUR,1387660
1322, EUR, AUD,1388710.5
1323, USD, EUR,1389761
1324, EUR, AUD,1390811.5
1325, USD, EUR,1391862
1326, EUR, AUD,1392912.5
1327, USD, EUR,1393963
1328, EUR, AUD,1395013.5
1329, USD, EUR,1396064
1330, EUR, AUD,1397114.5
1331, USD, EUR,1398165
1332, EUR, AUD,1399215.5
1333, USD, EUR,1400266
1334, EUR, AUD,1401316.5
1335, USD, EUR,1402367
1336, EUR, AUD,1403417.5
1337, USD, EUR,1404468
1338, EUR, AUD,1405518.5
1339, USD, EUR,1406569
1340, EUR, AUD,1407619.5
1341, USD, EUR,1408670
1342, EUR, AUD,1409720.5
1343, USD, EUR,1410771
1344, EUR, AUD,1411821.5
1345, USD, EUR,1412872
1346, EUR, AUD,1413922.5
1347, USD, EUR,1414973
1348, EUR, AUD,1416023.5
1349, USD, EUR,1417074
1350, EUR, AUD,1418124.5
1351, USD, EUR,1419175
1352, EUR, AUD,1420225.5
1353, USD, EUR,1421276
1354, EUR, AUD,1422326.5
1355, USD, EUR,1423377
1356, EUR, AUD,1424427.5
1357, USD, EUR,1425478
1358, EUR, AUD,1426528.5
1359, USD, EUR,1427579
1360, EUR, AUD,1428629.5
1361, USD, EUR,1429680
1362, EUR, AUD,1430730.5
1363, USD, EUR,1431781
1364, EUR, AUD,1432831.5
1365, USD, EUR,1433882
1366, EUR, AUD,1434932.5
1367, USD, EUR,1435983
1368, EUR, AUD,1437033.5
1369, USD, EUR,1438084
1370, EUR, AUD,1439134.5
1371, USD, EUR,1440185
1372, EUR, AUD,1441235.5
1373, USD, EUR,1442286
1374, EUR, AUD,1443336.5
1375, USD, EUR,1444387
1376, EUR, AUD,1445437.5
1377, USD, EUR,1446488
1378, EUR, AUD,1447538.5
1379, USD, EUR,1448589
1380, EUR, AUD,1449639.5
1381, USD, EUR,1450690
1382, EUR, AUD,1451740.5
1383, USD, EUR,1452791
1384, EUR, AUD,1453841.5
1385, USD, EUR,1454892
1386, EUR, AUD,1455942.5
1387, USD, EUR,1456993
1388, EUR, AUD,1458043.5
1389, USD, EUR,1459094
1390, EUR, AUD,1460144.5
1391, USD, EUR,1461195
1392, EUR, AUD,1462245.5
1393, USD, EUR,1463296
1394, EUR, AUD,1464346.5
1395, USD, EUR,1465397
1396, EUR, AUD,1466447.5
1397, USD, EUR,1467498
1398, EUR, AUD,1468548.5
1399, USD, EUR,1469599
1400, EUR, AUD,1470649.5
1401, USD, EUR,1471700
1402, EUR, AUD,1472750.5
1403, USD, EUR,1473801
1404, EUR, AUD,1474851.5
1405, USD, EUR,1475902
1406, EUR, AUD,1476952.5
1407, USD, EUR,1478003
1408, EUR, AUD,1479053.5
1409, USD, EUR,1480104
1410, EUR, AUD,1481154.5
1411, USD, EUR,1482205
1412, EUR, AUD,1483255.5
1413, USD, EUR,1484306
1414, EUR, AUD,1485356.5
1415, USD, EUR,1486407
1416, EUR, AUD,1487457.5
1417, USD, EUR,1488508
1418, EUR, AUD,1489558.5
1419, USD, EUR,1490609
1420, EUR, AUD,1491659.5
1421, USD, EUR,1492710
1422, EUR, AUD,1493760.5
1423, USD, EUR,1494811
1424, EUR, AUD,1495861.5
1425, USD, EUR,1496912
1426, EUR, AUD,1497962.5
1427, USD, EUR,1499013
1428, EUR, AUD,1500063.5
1429, USD, EUR,1501114
1430, EUR, AUD,1502164.5
1431, USD, EUR,1503215
1432, EUR, AUD,1504265.5
1433, USD, EUR,1505316
1434, EUR, AUD,1506366.5
1435, USD, EUR,1507417
1436, EUR, AUD,1508467.5
1437, USD, EUR,1509518
1438, EUR, AUD,1510568.5
1439, USD, EUR,1511619
1440, EUR, AUD,1512669.5
1441, USD, EUR,1513720
1442, EUR, AUD,1514770.5
1443, USD, EUR,1515821
1444, EUR, AUD,1516871.5
1445, USD, EUR,1517922
1446, EUR, AUD,1518972.5
1447, USD, EUR,1520023
1448, EUR, AUD,1521073.5
1449, USD, EUR,1522124
1450, EUR, AUD,1523174.5
1451, USD, EUR,1524225
1452, EUR, AUD,1525275.5
1453, USD, EUR,1526326
1454, EUR, AUD,1527376.5
1455, USD, EUR,1528427
1456, EUR, AUD,1529477.5
1457, USD, EUR,1530528
1458, EUR, AUD,1531578.5
1459, USD, EUR,1532629
1460, EUR, AUD,1533679.5
1461, USD, EUR,1534730
1462, EUR, AUD,1535780.5
1463, USD, EUR,1536831
1464, EUR, AUD,1537881.5
1465, USD, EUR,1538932
1466, EUR, AUD,1539982.5
1467, USD, EUR,1541033
1468, EUR, AUD,1542083.5
1469, USD, EUR,1543134
1470, EUR, AUD,1544184.5
1471, USD, EUR,1545235
1472, EUR, AUD,1546285.5
1473, USD, EUR,1547336
1474, EUR, AUD,1548386.5
1475, USD, EUR,1549437
1476, EUR, AUD,1550487.5
1477, USD, EUR,1551538
1478, EUR, AUD,1552588.5
1479, USD, EUR,1553639
1480, EUR, AUD,1554689.5
1481, USD, EUR,1555740
1482, EUR, AUD,1556790.5
1483, USD, EUR,1557841
1484, EUR, AUD,1558891.5
1485, USD, EUR,1559942
1486, EUR, AUD,1560992.5
1487, USD, EUR,1562043
1488, EUR, AUD,1563093.5
1489, USD, EUR,1564144
1490, EUR, AUD,1565194.5
1491, USD, EUR,1566245
1492, EUR, AUD,1567295.5
1493, USD, EUR,1568346
1494, EUR, AUD,1569396.5
1495, USD, EUR,1570447
1496, EUR, AUD,1571497.5
1497, USD, EUR,1572548
1498, EUR, AUD,1573598.5
1499, USD, EUR,1574649
1500, EUR, AUD,1575699.5
1501, USD, EUR,1576750
1502, EUR, AUD,1577800.5
1503, USD, EUR,1578851
1504, EUR, AUD,1579901.5
1505, USD, EUR,1580952
1506, EUR, AUD,1582002.5
1507, USD, EUR,1583053
1508, EUR, AUD,1584103.5
1509, USD, EUR,1585154
1510, EUR, AUD,1586204.5
1511, USD, EUR,1587255
1512, EUR, AUD,1588305.5
1513, USD, EUR,1589356
1514, EUR, AUD,1590406.5
1515, USD, EUR,1591457
1516, EUR, AUD,1592507.5
1517, USD, EUR,1593558
1518, EUR, AUD,1594608.5
1519, USD, EUR,1595659
1520, EUR, AUD,1596709.5
1521, USD, EUR,1597760
1522, EUR, AUD,1598810.5
1523, USD, EUR,1599861
1524, EUR, AUD,1600911.5
1525, USD, EUR,1601962
1526, EUR, AUD,1603012.5
1527, USD, EUR,1604063
1528, EUR, AUD,1605113.5
1529, USD, EUR,1606164
1530, EUR, AUD,1607214.5
1531, USD, EUR,1608265
1532, EUR, AUD,1609315.5
1533, USD, EUR,1610366
1534, EUR, AUD,1611416.5
1535, USD, EUR,1612467
1536, EUR, AUD,1613517.5
1537, USD, EUR,1614568
1538, EUR, AUD,1615618.5
1539, USD, EUR,1616669
1540, EUR, AUD,1617719.5
1541, USD, EUR,1618770
1542, EUR, AUD,1619820.5
1543, USD, EUR,1620871
1544, EUR, AUD,1621921.5
1545, USD, EUR,1622972
1546, EUR, AUD,1624022.5
1547, USD, EUR,1625073
1548, EUR, AUD,1626123.5
1549, USD, EUR,1627174
1550, EUR, AUD,1628224.5
1551, USD, EUR,1629275
1552, EUR, AUD,1630325.5
1553, USD, EUR,1631376
1554, EUR, AUD,1632426.5
1555, USD, EUR,1633477
1556, EUR, AUD,1634527.5
1557, USD, EUR,1635578
1558, EUR, AUD,1636628.5
1559, USD, EUR,1637679
1560, EUR, AUD,1638729.5
1561, USD, EUR,1639780
1562, EUR, AUD,1640830.5
1563, USD, EUR,1641881
1564, EUR, AUD,1642931.5
1565, USD, EUR,1643982
1566, EUR, AUD,1645032.5
1567, USD, EUR,1646083
1568, EUR, AUD,1647133.5
1569, USD, EUR,1648184
1570, EUR, AUD,1649234.5
1571, USD, EUR,1650285
1572, EUR, AUD,1651335.5
1573, USD, EUR,1652386
1574, EUR, AUD,1653436.5
1575, USD, EUR,1654487
1576, EUR, AUD,1655537.5
1577, USD, EUR,1656588
1578, EUR, AUD,1657638.5
1579, USD, EUR,1658689
1580, EUR, AUD,1659739.5
1581, USD, EUR,1660790
1582, EUR, AUD,1661840.5
1583, USD, EUR,1662891
1584, EUR, AUD,1663941.5
1585, USD, EUR,1664992
1586, EUR, AUD,1666042.5
1587, USD, EUR,1667093
1588, EUR, AUD,1668143.5
1589, USD, EUR,1669194
1590, EUR, AUD,1670244.5
1591, USD, EUR,1671295
1592, EUR, AUD,1672345.5
1593, USD, EUR,1673396
1594, EUR, AUD,1674446.5
1595, USD, EUR,1675497
1596, EUR, AUD,1676547.5
1597, USD, EUR,1677598
1598, EUR, AUD,1678648.5
1599, USD, EUR,1679699
1600, EUR, AUD,1680749.5
1601, USD, EUR,1681800
1602, EUR, AUD,1682850.5
1603, USD, EUR,1683901
1604, EUR, AUD,1684951.5
1605, USD, EUR,1686002
1606, EUR, AUD,1687052.5
1607, USD, EUR,1688103
1608, EUR, AUD,1689153.5
1609, USD, EUR,1690204
1610, EUR, AUD,1691254.5
1611, USD, EUR,1692305
1612, EUR, AUD,1693355.5
1613, USD, EUR,1694406
1614, EUR, AUD,1695456.5
1615, USD, EUR,1696507
1616, EUR, AUD,1697557.5
1617, USD, EUR,1698608
1618, EUR, AUD,1699658.5
1619, USD, EUR,1700709
1620, EUR, AUD,1701759.5
1621, USD, EUR,1702810
1622, EUR, AUD,1703860.5
1623, USD, EUR,1704911
1624, EUR, AUD,1705961.5
1625, USD, EUR,1707012
1626, EUR, AUD,1708062.5
1627, USD, EUR,1709113
1628, EUR, AUD,1710163.5
1629, USD, EUR,1711214
1630, EUR, AUD,1712264.5
1631, USD, EUR,1713315
1632, EUR, AUD,1714365.5
1633, USD, EUR,1715416
1634, EUR, AUD,1716466.5
1635, USD, EUR,1717517
1636, EUR, AUD,1718567.5
1637, USD, EUR,1719618
1638, EUR, AUD,1720668.5
1639, USD, EUR,1721719
1640, EUR, AUD,1722769.5
1641, USD, EUR,1723820
1642, EUR, AUD,1724870.5
1643, USD, EUR,1725921
1644, EUR, AUD,1726971.5
1645, USD, EUR,1728022
1646, EUR, AUD,1729072.5
1647, USD, EUR,1730123
1648, EUR, AUD,1731173.5
1649, USD, EUR,1732224
1650, EUR, AUD,1733274.5
1651, USD, EUR,1734325
1652, EUR, AUD,1735375.5
1653, USD, EUR,1736426
1654, EUR, AUD,1737476.5
1655, USD, EUR,1738527
1656, EUR, AUD,1739577.5
1657, USD, EUR,1740628
1658, EUR, AUD,1741678.5
1659, USD, EUR,1742729
1660, EUR, AUD,1743779.5
1661, USD, EUR,1744830
1662, EUR, AUD,1745880.5
1663, USD, EUR,1746931
1664, EUR, AUD,1747981.5
1665, USD, EUR,1749032
1666, EUR, AUD,1750082.5
1667, USD, EUR,1751133
1668, EUR, AUD,1752183.5
1669, USD, EUR,1753234
1670, EUR, AUD,1754284.5
1671, USD, EUR,1755335
1672, EUR, AUD,1756385.5
1673, USD, EUR,1757436
1674, EUR, AUD,1758486.5
1675, USD, EUR,1759537
1676, EUR, AUD,1760587.5
1677, USD, EUR,1761638
1678, EUR, AUD,1762688.5
1679, USD, EUR,1763739
1680, EUR, AUD,1764789.5
1681, USD, EUR,1765840
1682, EUR, AUD,1766890.5
1683, USD, EUR,1767941
1684, EUR, AUD,1768991.5
1685, USD, EUR,1770042
1686, EUR, AUD,1771092.5
1687, USD, EUR,1772143
1688, EUR, AUD,1773193.5
1689, USD, EUR,1774244
1690, EUR, AUD,1775294.5
1691, USD, EUR,1776345
1692, EUR, AUD,1777395.5
1693, USD, EUR,1778446
1694, EUR, AUD,1779496.5
1695, USD, EUR,1780547
1696, EUR, AUD,1781597.5
1697, USD, EUR,1782648
1698, EUR, AUD,1783698.5
1699, USD, EUR,1784749
1700, EUR, AUD,1785799.5
1701, USD, EUR,1786850
1702, EUR, AUD,1787900.5
1703, USD, EUR,1788951
1704, EUR, AUD,1790001.5
1705, USD, EUR,1791052
1706, EUR, AUD,1792102.5
1707, USD, EUR,1793153
1708, EUR, AUD,1794203.5
1709, USD, EUR,1795254
1710, EUR, AUD,1796304.5
1711, USD, EUR,1797355
1712, EUR, AUD,1798405.5
1713, USD, EUR,1799456
1714, EUR, AUD,1800506.5
1715, USD, EUR,1801557
1716, EUR, AUD,1802607.5
1717, USD, EUR,1803658
1718, EUR, AUD,1804708.5
1719, USD, EUR,1805759
1720, EUR, AUD,1806809.5
1721, USD, EUR,1807860
1722, EUR, AUD,1808910.5
1723, USD, EUR,1809961
1724, EUR, AUD,1811011.5
1725, USD, EUR,1812062
1726, EUR, AUD,1813112.5
1727, USD, EUR,1814163
1728, EUR, AUD,1815213.5
1729, USD, EUR,1816264
1730, EUR, AUD,1817314.5
1731, USD, EUR,1818365
1732, EUR, AUD,1819415.5
1733, USD, EUR,1820466
1734, EUR, AUD,1821516.5
1735, USD, EUR,1822567
1736, EUR, AUD,1823617.5
1737, USD, EUR,1824668
1738, EUR, AUD,1825718.5
1739, USD, EUR,1826769
1740, EUR, AUD,1827819.5
1741, USD, EUR,1828870
1742, EUR, AUD,1829920.5
1743, USD, EUR,1830971
1744, EUR, AUD,1832021.5
1745, USD, EUR,1833072
1746, EUR, AUD,1834122.5
1747, USD, EUR,1835173
1748, EUR, AUD,1836223.5
1749, USD, EUR,1837274
1750, EUR, AUD,1838324.5
1751, USD, EUR,1839375
1752, EUR, AUD,1840425.5
1753, USD, EUR,1841476
1754, EUR, AUD,1842526.5
1755, USD, EUR,1843577
1756, EUR, AUD,1844627.5
1757, USD, EUR,1845678
1758, EUR, AUD,1846728.5
1759, USD, EUR,1847779
1760, EUR, AUD,1848829.5
1761, USD, EUR,1849880
1762, EUR, AUD,1850930.5
1763, USD, EUR,1851981
1764, EUR, AUD,1853031.5
1765, USD, EUR,1854082
1766, EUR, AUD,1855132.5
1767, USD, EUR,1856183
1768, EUR, AUD,1857233.5
1769, USD, EUR,1858284
1770, EUR, AUD,1859334.5
1771, USD, EUR,1860385
1772, EUR, AUD,1861435.5
1773, USD, EUR,1862486
1774, EUR, AUD,1863536.5
1775, USD, EUR,1864587
1776, EUR, AUD,1865637.5
1777, USD, EUR,1866688
1778, EUR, AUD,1867738.5
1779, USD, EUR,1868789
1780, EUR, AUD,1869839.5
1781, USD, EUR,1870890
1782, EUR, AUD,1871940.5
1783, USD, EUR,1872991
1784, EUR, AUD,1874041.5
1785, USD, EUR,1875092
1786, EUR, AUD,1876142.5
1787, USD, EUR,1877193
1788, EUR, AUD,1878243.5
1789, USD, EUR,1879294
1790, EUR, AUD,1880344.5
1791, USD, EUR,1881395
1792, EUR, AUD,1882445.5
1793, USD, EUR,1883496
1794, EUR, AUD,1884546.5
1795, USD, EUR,1885597
1796, EUR, AUD,1886647.5
1797, USD, EUR,1887698
1798, EUR, AUD,1888748.5
1799, USD, EUR,1889799
1800, EUR, AUD,1890849.5
1801, USD, EUR,1891900
1802, EUR, AUD,1892950.5
1803, USD, EUR,1894001
1804, EUR, AUD,1895051.5
1805, USD, EUR,1896102
1806, EUR, AUD,1897152.5
1807, USD, EUR,1898203
1808, EUR, AUD,1899253.5
1809, USD, EUR,1900304
1810, EUR, AUD,1901354.5
1811, USD, EUR,1902405
1812, EUR, AUD,1903455.5
1813, USD, EUR,1904506
1814, EUR, AUD,1905556.5
1815, USD, EUR,1906607
1816, EUR, AUD,1907657.5
1817, USD, EUR,1908708
1818, EUR, AUD,1909758.5
1819, USD, EUR,1910809
1820, EUR, AUD,1911859.5
1821, USD, EUR,1912910
1822, EUR, AUD,1913960.5
1823, USD, EUR,1915011
1824, EUR, AUD,1916061.5
1825, USD, EUR,1917112
1826, EUR, AUD,1918162.5
1827, USD, EUR,1919213
1828, EUR, AUD,1920263.5
1829, USD, EUR,1921314
1830, EUR, AUD,1922364.5
1831, USD, EUR,1923415
1832, EUR, AUD,1924465.5
1833, USD, EUR,1925516
1834, EUR, AUD,1926566.5
1835, USD, EUR,1927617
1836, EUR, AUD,1928667.5
1837, USD, EUR,1929718
1838, EUR, AUD,1930768.5
1839, USD, EUR,1931819
1840, EUR, AUD,1932869.5
1841, USD, EUR,1933920
1842, EUR, AUD,1934970.5
1843, USD, EUR,1936021
1844, EUR, AUD,1937071.5
1845, USD, EUR,1938122
1846, EUR, AUD,1939172.5
1847, USD, EUR,1940223
1848, EUR, AUD,1941273.5
1849, USD, EUR,1942324
1850, EUR, AUD,1943374.5
1851, USD, EUR,1944425
1852, EUR, AUD,1945475.5
1853, USD, EUR,1946526
1854, EUR, AUD,1947576.5
1855, USD, EUR,1948627
1856, EUR, AUD,1949677.5
1857, USD, EUR,1950728
1858, EUR, AUD,1951778.5
1859, USD, EUR,1952829
1860, EUR, AUD,1953879.5
1861, USD, EUR,1954930
1862, EUR, AUD,1955980.5
1863, USD, EUR,1957031
1864, EUR, AUD,1958081.5
1865, USD, EUR,1959132
1866, EUR, AUD,1960182.5
1867, USD, EUR,1961233
1868, EUR, AUD,1962283.5
1869, USD, EUR,1963334
1870, EUR, AUD,1964384.5
1871, USD, EUR,1965435
1872, EUR, AUD,1966485.5
1873, USD, EUR,1967536
1874, EUR, AUD,1968586.5
1875, USD, EUR,1969637
1876, EUR, AUD,1970687.5
1877, USD, EUR,1971738
1878, EUR, AUD,1972788.5
1879, USD, EUR,1973839
1880, EUR, AUD,1974889.5
1881, USD, EUR,1975940
1882, EUR, AUD,1976990.5
1883, USD, EUR,1978041
1884, EUR, AUD,1979091.5
1885, USD, EUR,1980142
